industry_slug,industry_name,industry_description,industry_sort_order,industry_function_slug,industry_function_name,industry_function_description,industry_function_sort_order,vendor_slug,vendor_name,vendor_logo_url,vendor_logo_asset,vendor_summary,vendor_sort_order,product_slug,product_name,product_family,integration_status,integration_type,integration_api_url,product_summary,product_sort_order,is_visible,internal_notes,asset_data_available,telemetry_data_available,writeback_supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,plm-engineering,PLM & Engineering,"Engineering, digital thread, and lifecycle management systems for industrial products and assets.",70,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,comos-web-rest-api,COMOS Web REST API,COMOS,built,OpenAPI,https://developer.siemens.com/comos/comos-rest-apispec.json,"REST-style, HTTP-based API used to interact with COMOS data and to access COMOS features.",10,TRUE,source_key=siemens-developer-portal; source_product_line_slug=comos; source_product_line_name=COMOS; scraped_source=https://developer.siemens.com/comos/overview.html; integration_api_url=https://developer.siemens.com/comos/comos-rest-apispec.json; tags=comos,Supported,Not Supported,Supported
transportation,Transportation,"Fleet telematics, routing, compliance, maintenance, payroll, and logistics integration APIs.",30,fleet-iot,Fleet & IoT,"Fleet telemetry, vehicle operations, and connected transportation platforms.",10,geotab,Geotab,,,"Geotab fleet telematics, compliance, driver operations, asset, and administrator APIs for connected transportation workflows.",60,myadmin-api,MyAdmin API,MyAdmin,built,REST API,https://developers.geotab.com/myAdmin/apiReference/objects/,"Administrative API reference for partner, account, database, and provisioning workflows that support Geotab deployment operations.",20,FALSE,source_key=geotab-developer-portal; source_product_line_slug=myadmin; source_product_line_name=MyAdmin; scraped_source=https://developers.geotab.com/myAdmin/apiReference/objects/; integration_api_url=https://developers.geotab.com/myAdmin/apiReference/objects/; tags=,Supported,Supported,Not Supported
transportation,Transportation,"Fleet telematics, routing, compliance, maintenance, payroll, and logistics integration APIs.",30,fleet-iot,Fleet & IoT,"Fleet telemetry, vehicle operations, and connected transportation platforms.",10,geotab,Geotab,,,"Geotab fleet telematics, compliance, driver operations, asset, and administrator APIs for connected transportation workflows.",60,geotab-drive-integration-reference,Geotab Drive Integration Reference,Geotab Drive,built,REST API,https://developers.geotab.com/drive/introduction/,Developer reference for extending Geotab Drive with in-cab workflow and operational user experiences tied to fleet execution.,30,FALSE,source_key=geotab-developer-portal; source_product_line_slug=drive; source_product_line_name=Geotab Drive; scraped_source=https://developers.geotab.com/drive/introduction/; integration_api_url=https://developers.geotab.com/drive/introduction/; tags=,Supported,Supported,Supported
logistics,Logistics,"RFID asset tracking, edge device telemetry, reader events, and warehouse execution integrations.",40,warehouse-wms,Warehouse,Warehouse execution and logistics inventory systems.,20,zebra,Zebra Technologies,,,"Zebra RFID and edge device integration docs exposing tag events, reader management events, local REST APIs, and MQTT payload schemas for asset tracking and telemetry workflows.",70,zebra-rfid-reader-local-rest-api,Zebra RFID Reader Local REST API,Zebra RFID,built,REST API,https://zebradevs.github.io/rfid-ziotc-docs/api_ref/local_rest/index.html,"Local REST APIs for reader configuration, service control, and access to Zebra RFID operational data delivery workflows.",10,FALSE,source_key=zebra-iot-connector-docs; source_product_line_slug=rfid-ziotc-docs; source_product_line_name=Zebra RFID; scraped_source=https://zebradevs.github.io/rfid-ziotc-docs/api_ref/local_rest/index.html; integration_api_url=https://zebradevs.github.io/rfid-ziotc-docs/api_ref/local_rest/index.html; tags=,Supported,Supported,Supported
logistics,Logistics,"RFID asset tracking, edge device telemetry, reader events, and warehouse execution integrations.",40,warehouse-wms,Warehouse,Warehouse execution and logistics inventory systems.,20,zebra,Zebra Technologies,,,"Zebra RFID and edge device integration docs exposing tag events, reader management events, local REST APIs, and MQTT payload schemas for asset tracking and telemetry workflows.",70,zebra-rfid-tag-data-events,Zebra RFID Tag Data Events,Zebra RFID,built,REST API,https://zebradevs.github.io/rfid-ziotc-docs/schemas/tag_data_events/index.html,"Schema documentation for RFID tag read events including identifiers, timestamps, antenna context, and asset-tracking telemetry emitted by Zebra readers.",20,FALSE,source_key=zebra-iot-connector-docs; source_product_line_slug=rfid-ziotc-docs; source_product_line_name=Zebra RFID; scraped_source=https://zebradevs.github.io/rfid-ziotc-docs/schemas/tag_data_events/index.html; integration_api_url=https://zebradevs.github.io/rfid-ziotc-docs/schemas/tag_data_events/index.html; tags=,Not Supported,Supported,Not Supported
logistics,Logistics,"RFID asset tracking, edge device telemetry, reader events, and warehouse execution integrations.",40,warehouse-wms,Warehouse,Warehouse execution and logistics inventory systems.,20,zebra,Zebra Technologies,,,"Zebra RFID and edge device integration docs exposing tag events, reader management events, local REST APIs, and MQTT payload schemas for asset tracking and telemetry workflows.",70,zebra-rfid-management-events,Zebra RFID Management Events,Zebra RFID,built,REST API,https://zebradevs.github.io/rfid-ziotc-docs/schemas/async_event_schema/index.html,"Schema documentation for asynchronous management events covering reader status, health, configuration changes, and operational lifecycle telemetry.",30,FALSE,source_key=zebra-iot-connector-docs; source_product_line_slug=rfid-ziotc-docs; source_product_line_name=Zebra RFID; scraped_source=https://zebradevs.github.io/rfid-ziotc-docs/schemas/async_event_schema/index.html; integration_api_url=https://zebradevs.github.io/rfid-ziotc-docs/schemas/async_event_schema/index.html; tags=,Not Supported,Supported,Not Supported
logistics,Logistics,"RFID asset tracking, edge device telemetry, reader events, and warehouse execution integrations.",40,warehouse-wms,Warehouse,Warehouse execution and logistics inventory systems.,20,zebra,Zebra Technologies,,,"Zebra RFID and edge device integration docs exposing tag events, reader management events, local REST APIs, and MQTT payload schemas for asset tracking and telemetry workflows.",70,zebra-rfid-raw-mqtt-payloads,Zebra RFID RAW MQTT Payloads,Zebra RFID,built,MQTT API,https://zebradevs.github.io/rfid-ziotc-docs/schemas/raw_mqtt_payloads/index.html,"Schema documentation for raw MQTT payloads used to stream RFID observations, reader events, and telemetry into downstream platforms.",40,FALSE,source_key=zebra-iot-connector-docs; source_product_line_slug=rfid-ziotc-docs; source_product_line_name=Zebra RFID; scraped_source=https://zebradevs.github.io/rfid-ziotc-docs/schemas/raw_mqtt_payloads/index.html; integration_api_url=https://zebradevs.github.io/rfid-ziotc-docs/schemas/raw_mqtt_payloads/index.html; tags=,Not Supported,Supported,Supported
construction,Construction,"Connected equipment, field assets, jobsite devices, and operational telemetry workflows.",50,project-controls,Project Controls,"Construction planning, project, and cost control systems.",10,trimble,Trimble,,,"Trimble developer docs exposing connected machine, device, maintenance, and fleet telemetry APIs for field asset and transportation workflows.",80,civil-site-management-api,Civil Site Management API,Civil Site Management,built,OpenAPI,https://developer.trimble.com/docs/civil-site-management/openapi/site-management/v0.yaml,"OpenAPI specification for Trimble Site Management covering machines, devices, projects, and last reported geocoordinate positions for connected field assets.",10,TRUE,source_key=trimble-developer-docs; source_product_line_slug=civil-site-management; source_product_line_name=Civil Site Management; scraped_source=https://developer.trimble.com/docs/civil-site-management/openapi/site-management/v0.yaml; integration_api_url=https://developer.trimble.com/docs/civil-site-management/openapi/site-management/v0.yaml; tags=,Supported,Supported,Not Supported
transportation,Transportation,"Fleet maintenance, vehicle asset records, telematics events, inspections, and operational transportation workflows.",30,tms,TMS,Transportation management systems used to plan and execute freight movement.,30,trimble,Trimble,,,"Trimble developer docs exposing connected machine, device, maintenance, and fleet telemetry APIs for field asset and transportation workflows.",80,tmt-integration-toolkit-rest-api,TMT Integration Toolkit REST API,TMT,built,OpenAPI,https://developer.trimble.com/docs/tmt/openapi/v1.json,"Public Trimble TMT API specification covering unit records, meter readings, positions, faults, DVIR workflows, and maintenance operations for fleet assets.",20,TRUE,source_key=trimble-developer-docs; source_product_line_slug=tmt; source_product_line_name=TMT; scraped_source=https://developer.trimble.com/docs/tmt/openapi/v1.json; integration_api_url=https://developer.trimble.com/docs/tmt/openapi/v1.json; tags=,Supported,Supported,Not Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,erp,ERP,"Enterprise planning, order orchestration, and system-of-record workflows for manufacturing operations.",10,epicor,Epicor,,,Epicor provides software and API surfaces used in manufacturing operations.,30,kinetic-open-rest-api,Kinetic Open REST API,Kinetic,built,REST API,https://www.epicor.com/en-us/products/kinetic/tools-and-technology/open-rest-api/,"Public API docs are available for Kinetic; live usage typically still requires customer, tenant, or API credentials.",10,FALSE,research_source=phase4-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://www.epicor.com/en-us/products/kinetic/tools-and-technology/open-rest-api/; evidence_note=Open REST API; access requires Epicor customer environment and credentials.,,,
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,erp,ERP,"Enterprise planning, order orchestration, and system-of-record workflows for manufacturing operations.",10,infor,Infor,,,Infor provides software and API surfaces used in manufacturing operations.,40,infor-os-api-gateway-ion-apis,Infor OS API Gateway / ION APIs,Infor OS,built,REST API,https://docs.infor.com/inforos/latest/en-us/useradminlib_cloud/apigatewayag_cloud/default.html,"Public API docs are available for Infor OS; live usage typically still requires customer, tenant, or API credentials.",10,FALSE,research_source=phase4-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://docs.infor.com/inforos/latest/en-us/useradminlib_cloud/apigatewayag_cloud/default.html; evidence_note=Public platform documentation; tenant-specific API suites require Infor OS access.,,,
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,erp,ERP,"Enterprise planning, order orchestration, and system-of-record workflows for manufacturing operations.",10,netsuite,NetSuite,,,NetSuite provides software and API surfaces used in manufacturing operations.,50,suitetalk-rest-web-services,SuiteTalk REST Web Services,SuiteTalk,built,REST API,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/chapter_1540391670.html,"Public API docs are available for SuiteTalk; live usage typically still requires customer, tenant, or API credentials.",10,FALSE,research_source=phase4-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/chapter_1540391670.html; evidence_note=Oracle NetSuite REST and SuiteTalk docs are public; account permissions are required.,,,
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,erp,ERP,"Enterprise planning, order orchestration, and system-of-record workflows for manufacturing operations.",10,sap,SAP,,,SAP provides software and API surfaces used in manufacturing operations.,60,sap-business-accelerator-hub-apis,SAP Business Accelerator Hub APIs,SAP Business Accelerator Hub,built,API Catalog,https://api.sap.com/,"Public API docs are available for SAP Business Accelerator Hub; live usage typically still requires customer, tenant, or API credentials.",10,FALSE,research_source=phase4-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://api.sap.com/; evidence_note=Public SAP API catalog; execution generally requires SAP tenant or subscription access.,,,
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,erp,ERP,"Enterprise planning, order orchestration, and system-of-record workflows for manufacturing operations.",10,sage,Sage,,,Sage provides software and API surfaces used in manufacturing operations.,70,sage-developer-apis,Sage Developer APIs,Sage Developer Platform,built,REST API,https://developer.sage.com/,"Public API docs are available for Sage Developer Platform; live usage typically still requires customer, tenant, or API credentials.",10,FALSE,research_source=phase4-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://developer.sage.com/; evidence_note=Public developer portal covering Sage Accounting and other Sage products.,,,
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,mes-production,MES & Production,"Execution, production visibility, and plant-floor workflow systems tied to manufacturing throughput.",20,plex,Plex,,,Plex provides software and API surfaces used in manufacturing operations.,80,plex-erp-mes-apis,Plex ERP/MES APIs,Plex ERP/MES,planned,Public Overview,,"A public overview confirms API capability for Plex ERP/MES, but endpoint-level documentation appears customer-delivered or instance-specific.",10,FALSE,"research_source=phase4-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-overview; closest_public_source=https://www.plex.com/products/enterprise-resource-planning-erp-apis; evidence_note=Public API overview is available, but detailed usage commonly requires Plex or Rockwell customer access.",,,
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,mes-production,MES & Production,"Execution, production visibility, and plant-floor workflow systems tied to manufacturing throughput.",20,tulip,Tulip,,,Tulip provides software and API surfaces used in manufacturing operations.,90,tulip-api,Tulip API,Tulip Platform,built,REST API,https://support.tulip.co/api,"Public API docs are available for Tulip Platform; live usage typically still requires customer, tenant, or API credentials.",10,FALSE,research_source=phase4-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://support.tulip.co/api; evidence_note=Public Tulip API docs are available; customer instance and API token are still required.,,,
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,mes-production,MES & Production,"Execution, production visibility, and plant-floor workflow systems tied to manufacturing throughput.",20,machinemetrics,MachineMetrics,,,MachineMetrics provides software and API surfaces used in manufacturing operations.,100,machinemetrics-rest-and-graphql-apis,MachineMetrics REST and GraphQL APIs,MachineMetrics Platform,built,REST / GraphQL API,https://developers.machinemetrics.com/,"Public API docs are available for MachineMetrics Platform; live usage typically still requires customer, tenant, or API credentials.",10,FALSE,research_source=phase4-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://developers.machinemetrics.com/; evidence_note=Public developer portal and API documentation are available.,,,
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,mes-production,MES & Production,"Execution, production visibility, and plant-floor workflow systems tied to manufacturing throughput.",20,delmiaworks,DELMIAworks,,,DELMIAworks provides software and API surfaces used in manufacturing operations.,110,delmiaworks-webapi-sdk-rest-graphql,DELMIAworks WebAPI SDK / REST / GraphQL,DELMIAworks,planned,Public Overview,,"A public overview confirms API capability for DELMIAworks, but endpoint-level documentation appears customer-delivered or instance-specific.",10,FALSE,research_source=phase4-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-overview; closest_public_source=https://www.solidworks.com/product/delmiaworks/manufacturing-erp/web-api; evidence_note=Public product and API overview is available; SDK and detailed docs are usually delivered to customers.,,,
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,mes-production,MES & Production,"Execution, production visibility, and plant-floor workflow systems tied to manufacturing throughput.",20,rockwell,Rockwell Automation,,,Rockwell Automation provides software and API surfaces used in manufacturing operations.,120,rockwell-automation-product-apis-sdks,Rockwell Automation product APIs / SDKs,Rockwell Automation APIs,planned,Gated Docs,,"Public references indicate API capability for Rockwell Automation APIs, but detailed documentation is gated behind customer or support access.",10,FALSE,"research_source=phase4-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=gated-customer; closest_public_source=https://support.rockwellautomation.com/en-us/docs/factorytalk-design-studio/current/contents-ditamap/api-overview.html; evidence_note=Rockwell support surfaces API resources, but the detailed docs often require login.",,,
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,quality-qms,Quality,"Quality management, compliance, and inspection workflows for manufactured products and process control.",30,mastercontrol,MasterControl,,,MasterControl provides software and API surfaces used in manufacturing operations.,130,mastercontrol-api-toolkit,MasterControl API Toolkit,MasterControl API Toolkit,planned,Public Overview,,"A public overview confirms API capability for MasterControl API Toolkit, but endpoint-level documentation appears customer-delivered or instance-specific.",10,FALSE,"research_source=phase4-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-overview; closest_public_source=https://www.mastercontrol.com/gxp-lifeline/api-toolkit-getting-started-guide/; evidence_note=Public getting-started material exists, but endpoint docs are accessed from the customer instance.",,,
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,quality-qms,Quality,"Quality management, compliance, and inspection workflows for manufactured products and process control.",30,etq,ETQ,,,ETQ provides software and API surfaces used in manufacturing operations.,140,etq-reliance-apis,ETQ Reliance APIs,ETQ Reliance,planned,Undocumented,,No reliable public endpoint documentation was located for ETQ Reliance; vendor-led discovery is likely required.,10,FALSE,"research_source=phase4-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=no-public-docs; closest_public_source=https://hexagon.com/products/product-groups/etq-reliance; evidence_note=API and integration capabilities are marketed, but public endpoint docs were not located.",,,
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,quality-qms,Quality,"Quality management, compliance, and inspection workflows for manufactured products and process control.",30,qualio,Qualio,,,Qualio provides software and API surfaces used in manufacturing operations.,150,qualio-graphql-developer-api,Qualio GraphQL / Developer API,Qualio,built,GraphQL API,https://graphql.app.qualio.com/pa/docs/,"Public API docs are available for Qualio; live usage typically still requires customer, tenant, or API credentials.",10,FALSE,research_source=phase4-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://graphql.app.qualio.com/pa/docs/; evidence_note=Public GraphQL reference and Developer API help content are available.,,,
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,quality-qms,Quality,"Quality management, compliance, and inspection workflows for manufactured products and process control.",30,infinityqs,InfinityQS,,,InfinityQS provides software and API surfaces used in manufacturing operations.,160,infinityqs-proficient-integrations,InfinityQS ProFicient integrations,ProFicient,planned,Undocumented,,No reliable public endpoint documentation was located for ProFicient; vendor-led discovery is likely required.,10,FALSE,research_source=phase4-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=no-public-docs; closest_public_source=https://www.infinityqs.com/; evidence_note=No reliable public endpoint documentation was found; discovery appears vendor or customer led.,,,
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,quality-qms,Quality,"Quality management, compliance, and inspection workflows for manufactured products and process control.",30,compliancequest,ComplianceQuest,,,ComplianceQuest provides software and API surfaces used in manufacturing operations.,170,compliancequest-on-salesforce-apis,ComplianceQuest on Salesforce APIs,ComplianceQuest,planned,Partner Docs,,"Public references indicate integration capability for ComplianceQuest, but detailed documentation appears restricted to partner or customer access.",10,FALSE,"research_source=phase4-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=vendor-partner; closest_public_source=https://developer.salesforce.com/docs/apis; evidence_note=ComplianceQuest runs on Salesforce; public Salesforce APIs exist, but product-specific docs appear customer or partner controlled.",,,
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,supply-chain,Supply Chain,"Planning, sourcing, and supply coordination systems that keep materials and production aligned.",40,kinaxis,Kinaxis,,,Kinaxis provides software and API surfaces used in manufacturing operations.,180,rapidresponse-maestro-integration-layer,RapidResponse / Maestro integration layer,RapidResponse / Maestro,planned,Gated Docs,,"Public references indicate API capability for RapidResponse / Maestro, but detailed documentation is gated behind customer or support access.",10,FALSE,"research_source=phase4-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=gated-customer; closest_public_source=https://knowledge.kinaxis.com/; evidence_note=The documentation portal is visible, but detailed RapidResponse docs require customer or prospect access.",,,
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,supply-chain,Supply Chain,"Planning, sourcing, and supply coordination systems that keep materials and production aligned.",40,o9-solutions,o9 Solutions,,,o9 Solutions provides software and API surfaces used in manufacturing operations.,190,o9-digital-brain-platform-apis,o9 Digital Brain platform APIs,o9 Digital Brain,planned,Undocumented,,No reliable public endpoint documentation was located for o9 Digital Brain; vendor-led discovery is likely required.,10,FALSE,research_source=phase4-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=no-public-docs; closest_public_source=https://o9solutions.com/; evidence_note=No public endpoint or reference docs were found; vendor engagement is required.,,,
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,supply-chain,Supply Chain,"Planning, sourcing, and supply coordination systems that keep materials and production aligned.",40,blue-yonder,Blue Yonder,,,Blue Yonder provides software and API surfaces used in manufacturing operations.,200,blue-yonder-developer-api-portal,Blue Yonder developer/API portal,Blue Yonder Platform,planned,Developer Portal,,"A public developer portal exists for Blue Yonder Platform, but detailed catalog access requires sign-in or customer credentials.",10,FALSE,"research_source=phase4-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-portal; closest_public_source=https://developer-link.blueyonder.com/; evidence_note=The developer portal is public-facing, but API catalog and key access require sign-in.",,,
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,supply-chain,Supply Chain,"Planning, sourcing, and supply coordination systems that keep materials and production aligned.",40,coupa,Coupa,,,Coupa provides software and API surfaces used in manufacturing operations.,210,coupa-core-rest-api,Coupa Core REST API,Coupa Core,built,REST API,https://docs.coupa.com/docs/get-started-with-the-api,"Public API docs are available for Coupa Core; live usage typically still requires customer, tenant, or API credentials.",10,FALSE,research_source=phase4-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://docs.coupa.com/docs/get-started-with-the-api; evidence_note=Public Coupa Core API docs include resource-level references.,,,
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,supply-chain,Supply Chain,"Planning, sourcing, and supply coordination systems that keep materials and production aligned.",40,e2open,E2open,,,E2open provides software and API surfaces used in manufacturing operations.,220,e2open-platform-apis,E2open platform APIs,E2open Platform,planned,Undocumented,,No reliable public endpoint documentation was located for E2open Platform; vendor-led discovery is likely required.,10,FALSE,research_source=phase4-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=no-public-docs; closest_public_source=https://www.e2open.com/; evidence_note=No reliable public API reference was found; integrations appear customer or partner led.,,,
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,inventory-wms,Inventory & WMS,"Inventory accuracy, warehouse execution, and material movement systems.",50,fishbowl,Fishbowl,,,Fishbowl provides software and API surfaces used in manufacturing operations.,230,fishbowl-advanced-rest-api,Fishbowl Advanced REST API,Fishbowl Advanced,built,REST API,https://help.fishbowlinventory.com/s/apidocs/introduction.html,"Public API docs are available for Fishbowl Advanced; live usage typically still requires customer, tenant, or API credentials.",10,FALSE,research_source=phase4-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://help.fishbowlinventory.com/s/apidocs/introduction.html; evidence_note=Public REST API docs are available for Fishbowl Advanced.,,,
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,inventory-wms,Inventory & WMS,"Inventory accuracy, warehouse execution, and material movement systems.",50,manhattan,Manhattan,,,Manhattan provides software and API surfaces used in manufacturing operations.,240,manhattan-active-developer-portal,Manhattan Active developer portal,Manhattan Active,planned,Developer Portal,,"A public developer portal exists for Manhattan Active, but detailed catalog access requires sign-in or customer credentials.",10,FALSE,"research_source=phase4-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-portal; closest_public_source=https://developer.manh.com/; evidence_note=The public-facing developer portal exists, but API access depends on partner or customer credentials.",,,
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,inventory-wms,Inventory & WMS,"Inventory accuracy, warehouse execution, and material movement systems.",50,netsuite,NetSuite,,,NetSuite provides software and API surfaces used in manufacturing operations.,50,netsuite-suitetalk-rest-wms-objects,NetSuite SuiteTalk REST / WMS objects,NetSuite WMS,built,REST API,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/chapter_1540391670.html,"Public API docs are available for NetSuite WMS; live usage typically still requires customer, tenant, or API credentials.",20,FALSE,research_source=phase4-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/chapter_1540391670.html; evidence_note=NetSuite WMS is accessed through NetSuite SuiteTalk and REST capabilities.,,,
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,inventory-wms,Inventory & WMS,"Inventory accuracy, warehouse execution, and material movement systems.",50,cin7,Cin7,,,Cin7 provides software and API surfaces used in manufacturing operations.,250,cin7-cin7-core-apis,Cin7 / Cin7 Core APIs,Cin7 Core,built,REST API,https://api-docs.cin7.com/,"Public API docs are available for Cin7 Core; live usage typically still requires customer, tenant, or API credentials.",10,FALSE,research_source=phase4-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://api-docs.cin7.com/; evidence_note=Public API documentation is available for Cin7 APIs.,,,
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,inventory-wms,Inventory & WMS,"Inventory accuracy, warehouse execution, and material movement systems.",50,infor,Infor,,,Infor provides software and API surfaces used in manufacturing operations.,40,infor-wms-apis,Infor WMS APIs,Infor WMS,built,REST API,https://docs.infor.com/inforos/latest/en-us/useradminlib_cloud/apigatewayag_cloud/default.html,"Public API docs are available for Infor WMS; live usage typically still requires customer, tenant, or API credentials.",20,FALSE,research_source=phase4-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://docs.infor.com/inforos/latest/en-us/useradminlib_cloud/apigatewayag_cloud/default.html; evidence_note=Public platform documentation is available; WMS API endpoints remain tenant and product specific.,,,
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,maintenance-cmms,Maintenance,"Asset uptime, maintenance planning, and work-order execution systems.",60,upkeep,UpKeep,,,UpKeep provides software and API surfaces used in manufacturing operations.,260,upkeep-public-api,UpKeep Public API,UpKeep Platform,built,REST API,https://developers.onupkeep.com/,"Public API docs are available for UpKeep Platform; live usage typically still requires customer, tenant, or API credentials.",10,FALSE,research_source=phase4-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://developers.onupkeep.com/; evidence_note=Public docs are available; the notes API is limited to Enterprise accounts.,,,
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,maintenance-cmms,Maintenance,"Asset uptime, maintenance planning, and work-order execution systems.",60,fiix,Fiix,,,Fiix provides software and API surfaces used in manufacturing operations.,270,fiix-cmms-api,Fiix CMMS API,Fiix CMMS,built,REST API,https://fiixlabs.github.io/api-documentation/guide.html,"Public API docs are available for Fiix CMMS; live usage typically still requires customer, tenant, or API credentials.",10,FALSE,research_source=phase4-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://fiixlabs.github.io/api-documentation/guide.html; evidence_note=Public developer guide and API documentation are available.,,,
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,maintenance-cmms,Maintenance,"Asset uptime, maintenance planning, and work-order execution systems.",60,limble,Limble,,,Limble provides software and API surfaces used in manufacturing operations.,280,limble-api-v2,Limble API v2,Limble,built,REST API,https://apidocs.limblecmms.com/,"Public API docs are available for Limble; live usage typically still requires customer, tenant, or API credentials.",10,FALSE,research_source=phase4-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://apidocs.limblecmms.com/; evidence_note=Public REST API docs are available; API keys are managed inside Limble.,,,
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,maintenance-cmms,Maintenance,"Asset uptime, maintenance planning, and work-order execution systems.",60,ibm,IBM,,,IBM provides software and API surfaces used in manufacturing operations.,290,maximo-manage-rest-apis,Maximo Manage REST APIs,Maximo Manage,built,REST API,https://developer.ibm.com/apis/catalog/maximo--maximo-manage-rest-api/,"Public API docs are available for Maximo Manage; live usage typically still requires customer, tenant, or API credentials.",10,FALSE,research_source=phase4-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://developer.ibm.com/apis/catalog/maximo--maximo-manage-rest-api/; evidence_note=Public IBM API Hub reference is available; the full live API set is exposed from the Maximo instance.,,,
